"Freq [GHz]","re(S(1,1)) []","im(S(1,1)) []"
4.729,0.984740443578668,-0.12785502173129
4.73,0.984737355262977,-0.127877561057841
4.731,0.984734264706131,-0.127900094052987
4.732,0.984731171901101,-0.127922620733652
4.733,0.984728076848787,-0.1279451411126
4.734,0.984724979544575,-0.127967655148958
4.735,0.984721879967669,-0.127990162963592
4.736,0.984718778118993,-0.128012664577897
4.737,0.98471567397515,-0.128035160035757
4.738,0.984712567562601,-0.128057649200364
4.739,0.984709458841121,-0.128080132308616
4.74,0.98470634782521,-0.128102609181195
4.741,0.98470323451649,-0.128125079880737
4.742,0.984700118905154,-0.128147544389701
4.743,0.984697000966243,-0.128170002844547
4.744,0.984693880688436,-0.128192455272642
4.745,0.984690758096904,-0.12821490157717
4.746,0.984687633178139,-0.128237341740959
4.747,0.984684505900604,-0.128259775983967
4.748,0.984681376294627,-0.128282204035804
4.749,0.984678244321448,-0.128304626199085
4.75,0.984675109995492,-0.128327042263719
4.751,0.984671973307631,-0.128349452361378
4.752,0.984668834255461,-0.128371856403575
4.753,0.984665692823406,-0.128394254570303
4.754,0.984662548990494,-0.128416646888827
4.755,0.984659402796985,-0.128439033070311
4.756,0.984656254186592,-0.128461413520636
4.757,0.984653103188017,-0.128483787970936
4.758,0.984649949770043,-0.128506156631955
4.759,0.984646793962258,-0.128528519260192
4.76,0.98464363572264,-0.12855087620171
4.761,0.984640475065652,-0.128573227194019
4.762,0.984637311981732,-0.12859557236072
4.763,0.984634146445914,-0.128617911864478
4.764,0.984630978488442,-0.128640245432634
4.765,0.984627808079569,-0.128662573251164
4.766,0.984624635231687,-0.128684895193702
4.767,0.984621459882581,-0.128707211747739
4.768,0.98461828210128,-0.128729522322993
4.769,0.984615101860578,-0.128751827113491
4.77,0.984611919118467,-0.128774126377948
4.771,0.984608733903116,-0.128796419909871
4.772,0.984605546197415,-0.128818707784091
4.773,0.984602356020826,-0.128840989882302
4.774,0.984599163334944,-0.128863266388485
4.775,0.984595968132896,-0.128885537369282
4.776,0.984592770446781,-0.128907802559185
4.777,0.984589570220035,-0.128930062373936
4.778,0.984586367477828,-0.128952316527087
4.779,0.984583162237546,-0.128974564935073
4.78,0.984579954434194,-0.128996807986891
4.781,0.984576744112319,-0.129019045464591
4.782,0.984573531217348,-0.129041277566878
4.783,0.984570315804984,-0.129063503978317
4.784,0.984567097832606,-0.129085724880529
4.785,0.984563877302238,-0.129107940370649
4.786,0.984560654229478,-0.129130150213788
4.787,0.984557428527752,-0.129152355011847
4.788,0.984554200306665,-0.129174553984337
4.789,0.984550969501141,-0.129196747629527
4.79,0.984547736060695,-0.129218936171727
4.791,0.984544500079364,-0.1292411189654
4.792,0.984541261466388,-0.129263296627247
4.793,0.984538020273455,-0.129285468811975
4.794,0.984534776475024,-0.129307635634219
4.795,0.984531530054207,-0.129329797199913
4.796,0.984528281031096,-0.129351953313396
4.797,0.984525029379099,-0.129374104200201
4.798,0.984521775092782,-0.129396249763444
4.799,0.984518518177709,-0.129418390075505
4.8,0.984515258618613,-0.129440525190939
4.801,0.984511996417815,-0.129462654998338
4.802,0.984508731575233,-0.129484779589342
4.803,0.984505464075359,-0.129506898943237
4.804,0.984502193921135,-0.129529013059659
4.805,0.984498921103899,-0.129551121984607
4.806,0.98449564560429,-0.129573225892123
4.807,0.984492367434316,-0.129595324505131
4.808,0.984489086591785,-0.129617417993659
4.809,0.984485803080839,-0.129639506250982
4.81,0.984482516849474,-0.129661589586783
4.811,0.984479227954278,-0.129683667603477
4.812,0.984475936341098,-0.129705740694759
4.813,0.98447264203571,-0.12972780861061
4.814,0.984469345012921,-0.129749871496433
4.815,0.984466045278452,-0.12977192936103
4.816,0.984462742819233,-0.129793982231349
4.817,0.9844594376269,-0.129816030125414
4.818,0.984456129744815,-0.129838072754012
4.819,0.984452819103889,-0.129860110588322
4.82,0.984449505728487,-0.12988214340148
4.821,0.984446189601128,-0.129904171307269
4.822,0.984442870749392,-0.129926194120264
4.823,0.984439549124026,-0.129948212175276
4.824,0.98443622474714,-0.129970225225015
4.825,0.984432897621359,-0.129992233312627
4.826,0.984429567724716,-0.130014236499812
4.827,0.984426235054763,-0.130036234844959
4.828,0.984422899670769,-0.130058227868389
4.829,0.984419561383028,-0.130080216969729
4.83,0.984416220377945,-0.130102200703538
4.831,0.98441287657399,-0.130124179675876
4.832,0.984409529980439,-0.130146153847529
4.833,0.98440618057995,-0.130168123245041
4.834,0.984402828401245,-0.130190087706997
4.835,0.984399473396446,-0.13021204751477
4.836,0.984396115583275,-0.130234002539446
4.837,0.984392754948695,-0.130255952865349
4.838,0.984389391512241,-0.130277898327115
