Freq [GHz],"dB(S(1,1)) [] - end_t='0.01'","dB(S(1,1)) [] - end_t='0.025'","dB(S(1,1)) [] - end_t='0.2'","dB(S(1,1)) [] - end_t='0.4'","dB(S(1,1)) [] - end_t='0.6'","dB(S(1,1)) [] - end_t='0.8'","dB(S(1,1)) [] - end_t='1'","dB(S(1,1)) [] - end_t='1.2'","dB(S(1,1)) [] - end_t='1.4'","dB(S(1,1)) [] - end_t='1.6'","dB(S(1,1)) [] - end_t='1.8'","dB(S(1,1)) [] - end_t='2'","dB(S(1,1)) [] - end_t='2.2'","dB(S(1,1)) [] - end_t='2.4'","dB(S(1,1)) [] - end_t='2.6'","dB(S(1,1)) [] - end_t='0.01'","dB(S(1,1)) [] - end_t='0.025'","dB(S(1,1)) [] - end_t='0.2'","dB(S(1,1)) [] - end_t='0.4'","dB(S(1,1)) [] - end_t='0.6'","dB(S(1,1)) [] - end_t='0.8'","dB(S(1,1)) [] - end_t='1'","dB(S(1,1)) [] - end_t='1.2'","dB(S(1,1)) [] - end_t='1.4'","dB(S(1,1)) [] - end_t='1.6'","dB(S(1,1)) [] - end_t='1.8'","dB(S(1,1)) [] - end_t='2'","dB(S(1,1)) [] - end_t='2.2'","dB(S(1,1)) [] - end_t='2.4'","dB(S(1,1)) [] - end_t='2.6'"
0.557,,,,,,,,,,,,,,,,-0.090289184,-0.103054755,-0.099822856,-0.095840097,-0.113823051,-0.100072581,-0.106072344,-0.13192443,-0.232095416,-0.389536848,-3.676737385,-23.35034372,-0.511510865,-0.341660723,-0.219817473
0.558,,,,,,,,,,,,,,,,-0.090498543,-0.103287599,-0.100086713,-0.096257256,-0.114353054,-0.100238021,-0.106459355,-0.132457036,-0.23337867,-0.393238859,-3.783021249,-22.22085255,-0.507091278,-0.339390543,-0.220020543
0.559,,,,,,,,,,,,,,,,-0.090707276,-0.103519572,-0.100350286,-0.096675121,-0.114880765,-0.10040307,-0.106846743,-0.132991021,-0.234672421,-0.396991456,-3.893308178,-21.01799306,-0.502759075,-0.337158713,-0.220241566
0.56,,,,,,,,,,,,,,,,-0.090915377,-0.103750666,-0.10061357,-0.097093663,-0.115406161,-0.100567732,-0.107234498,-0.133526384,-0.235976828,-0.400795594,-4.007780922,-19.84930339,-0.498512067,-0.334964629,-0.220480592
0.561,,,,,,,,,,,,,,,,-0.091122839,-0.103980871,-0.100876557,-0.097512854,-0.115929219,-0.100732011,-0.107622612,-0.134063128,-0.237292051,-0.404652248,-4.12663228,-18.75768527,-0.494348134,-0.332807708,-0.220737679
0.562,,,,,,,,,,,,,,,,-0.091329658,-0.104210181,-0.10113924,-0.097932665,-0.116449916,-0.100895911,-0.108011078,-0.134601253,-0.238618255,-0.408562416,-4.250065804,-17.7542377,-0.490265219,-0.330687379,-0.221012893
0.563,,,,,,,,,,,,,,,,-0.091535826,-0.104438587,-0.101401611,-0.098353067,-0.116968229,-0.101059437,-0.108399885,-0.135140761,-0.239955605,-0.412527117,-4.378296574,-16.8366399,-0.486261326,-0.328603088,-0.221306309
0.564,,,,,,,,,,,,,,,,-0.091741338,-0.104666081,-0.101663663,-0.098774031,-0.117484136,-0.101222592,-0.108789027,-0.135681653,-0.24130427,-0.416547397,-4.511552041,-15.99772201,-0.482334517,-0.326554295,-0.221618007
0.565,,,,,,,,,,,,,,,,-0.091946188,-0.104892655,-0.10192539,-0.099195529,-0.117997615,-0.101385382,-0.109178495,-0.136223932,-0.242664423,-0.42062432,-4.650072962,-15.22914164,-0.478482912,-0.324540474,-0.22194808
0.566,,,,,,,,,,,,,,,,-0.092150369,-0.1051183,-0.102186785,-0.09961753,-0.118508643,-0.10154781,-0.109568281,-0.1367676,-0.244036236,-0.42475898,-4.794114428,-14.52285149,-0.474704686,-0.322561113,-0.222296626
0.567,,,,,,,,,,,,,,,,-0.092353877,-0.10534301,-0.102447839,-0.100040005,-0.119017199,-0.101709881,-0.109958377,-0.137312658,-0.245419889,-0.428952492,-4.943947004,-13.87161095,-0.470998067,-0.320615713,-0.222663755
0.568,,,,,,,,,,,,,,,,-0.092556705,-0.105566777,-0.102708546,-0.100462926,-0.11952326,-0.101871599,-0.110348775,-0.137859109,-0.246815561,-0.433206,-5.099857988,-13.26909721,-0.467361332,-0.318703789,-0.223049586
0.569,,,,,,,,,,,,,,,,-0.092758848,-0.105789591,-0.1029689,-0.100886262,-0.120026806,-0.102032969,-0.110739467,-0.138406955,-0.248223435,-0.437520671,-5.262152811,-12.70985854,-0.463792809,-0.316824868,-0.223454247
0.57,,,,,,,,,,,,,,,,-0.092960299,-0.106011447,-0.103228892,-0.101309983,-0.120527815,-0.102193995,-0.111130446,-0.1389562,-0.249643698,-0.441897701,-5.431156604,-12.18921405,-0.460290875,-0.314978488,-0.223877876
0.571,,,,,,,,,,,,,,,,-0.093161054,-0.106232335,-0.103488516,-0.101734059,-0.121026266,-0.102354683,-0.111521705,-0.139506847,-0.251076539,-0.446338315,-5.60721594,-11.70314379,-0.45685395,-0.313164202,-0.224320623
0.572,,,,,,,,,,,,,,,,-0.093361105,-0.10645225,-0.103747764,-0.102158461,-0.121522137,-0.102515036,-0.111913234,-0.140058898,-0.252522151,-0.450843763,-5.790700785,-11.24818641,-0.453480499,-0.311381571,-0.224782649
0.573,,,,,,,,,,,,,,,,-0.093560448,-0.106671182,-0.104006631,-0.102583158,-0.122015408,-0.10267506,-0.112305028,-0.140612356,-0.253980729,-0.455415329,-5.982006692,-10.82134985,-0.450169032,-0.30963017,-0.225264124
0.574,,,,,,,,,,,,,,,,-0.093759078,-0.106889124,-0.104265108,-0.10300812,-0.122506058,-0.102834759,-0.112697079,-0.141167226,-0.255452472,-0.460054323,-6.181557258,-10.42003594,-0.446918096,-0.307909583,-0.225765231
0.575,,,,,,,,,,,,,,,,-0.093956987,-0.10710607,-0.10452319,-0.103433316,-0.122994068,-0.102994137,-0.113089379,-0.141723512,-0.256937582,-0.464762087,-6.389806908,-10.04197754,-0.443726283,-0.306219405,-0.226286168
0.576,,,,,,,,,,,,,,,,-0.094154172,-0.107322011,-0.104780868,-0.103858715,-0.123479415,-0.103153201,-0.113481922,-0.142281216,-0.258436265,-0.469539996,-6.607244018,-9.685186676,-0.440592219,-0.304559243,-0.226827141
0.577,,,,,,,,,,,,,,,,-0.094350626,-0.10753694,-0.105038136,-0.104284288,-0.123962081,-0.103311955,-0.113874701,-0.142840344,-0.25994873,-0.474389457,-6.834394458,-9.347911623,-0.437514571,-0.302928712,-0.227388372
0.578,,,,,,,,,,,,,,,,-0.094546344,-0.107750851,-0.105294987,-0.104710003,-0.124442046,-0.103470403,-0.114267708,-0.1434009,-0.26147519,-0.47931191,-7.0718256,-9.028601586,-0.434492039,-0.301327438,-0.227970097
0.579,,,,,,,,,,,,,,,,-0.094741321,-0.107963735,-0.105551415,-0.10513583,-0.124919289,-0.103628552,-0.114660937,-0.143962889,-0.26301586,-0.484308829,-7.320150858,-8.725877395,-0.43152336,-0.299755056,-0.228572564
0.58,,,,,,,,,,,,,,,,-0.094935551,-0.108175586,-0.105807411,-0.105561737,-0.125393792,-0.103786404,-0.115054382,-0.144526316,-0.264570961,-0.489381726,-7.580034833,-8.438507204,-0.428607303,-0.29821121,-0.229196037
0.581,,,,,,,,,,,,,,,,-0.095129029,-0.108386397,-0.106062971,-0.105987694,-0.125865536,-0.103943967,-0.115448035,-0.145091185,-0.266140714,-0.494532144,-7.85219914,-8.165386231,-0.425742672,-0.296695553,-0.229840796
0.582,,,,,,,,,,,,,,,,-0.095321749,-0.10859616,-0.106318086,-0.106413669,-0.1263345,-0.104101245,-0.11584189,-0.145657503,-0.267725349,-0.49976167,-8.13742901,-7.905519801,-0.422928299,-0.295207747,-0.230507135
0.583,,,,,,,,,,,,,,,,-0.095513707,-0.108804869,-0.10657275,-0.106839631,-0.126800666,-0.104258243,-0.116235942,-0.146225274,-0.269325095,-0.505071924,-8.436580732,-7.65800908,-0.42016305,-0.293747463,-0.231195367
0.584,,,,,,,,,,,,,,,,-0.095704897,-0.109012517,-0.106826955,-0.107265549,-0.127264016,-0.104414966,-0.116630183,-0.146794505,-0.270940188,-0.510464567,-8.750590027,-7.422039042,-0.417445818,-0.292314379,-0.23190582
0.585,,,,,,,,,,,,,,,,-0.095895314,-0.109219097,-0.107080697,-0.107691392,-0.127724531,-0.10457142,-0.117024609,-0.147365202,-0.272570866,-0.515941303,-9.080481377,-7.19686825,-0.414775526,-0.290908183,-0.23263884
0.586,,,,,,,,,,,,,,,,-0.096084953,-0.109424603,-0.107333967,-0.108117128,-0.128182193,-0.104727609,-0.117419212,-0.147937372,-0.274217372,-0.521503873,-9.427378337,-6.981820153,-0.412151124,-0.289528569,-0.233394794
0.587,,,,,,,,,,,,,,,,-0.096273809,-0.109629027,-0.107586759,-0.108542726,-0.128636983,-0.104883539,-0.117813987,-0.148511021,-0.275879953,-0.527154064,-9.792514698,-6.776275645,-0.409571589,-0.288175239,-0.234174066
0.588,,,,,,,,,,,,,,,,-0.096461876,-0.109832363,-0.107839066,-0.108968154,-0.129088885,-0.105039216,-0.118208929,-0.149086155,-0.277558861,-0.532893707,-10.17724625,-6.579666659,-0.407035924,-0.286847904,-0.23497706
0.589,,,,,,,,,,,,,,,,-0.096649151,-0.110034604,-0.108090882,-0.10939338,-0.129537879,-0.105194644,-0.118604031,-0.149662783,-0.27925435,-0.538724677,-10.58306257,-6.391470651,-0.404543158,-0.28554628,-0.235804202
0.59,,,,,,,,,,,,,,,,-0.096835627,-0.110235744,-0.1083422,-0.109818374,-0.129983949,-0.105349829,-0.118999289,-0.150240912,-0.280966681,-0.544648897,-11.01159778,-6.211205815,-0.402092342,-0.284270091,-0.23665594
0.591,,,,,,,,,,,,,,,,-0.097021301,-0.110435777,-0.108593014,-0.110243103,-0.130427078,-0.105504777,-0.119394697,-0.150820549,-0.282696117,-0.550668335,-11.46463828,-6.038426924,-0.399682553,-0.283019069,-0.237532745
0.592,,,,,,,,,,,,,,,,-0.097206166,-0.110634696,-0.108843316,-0.110667536,-0.130867248,-0.105659493,-0.119790249,-0.151401703,-0.284442928,-0.556785011,-11.94412414,-5.872721696,-0.39731289,-0.281792951,-0.238435109
0.593,,,,,,,,,,,,,,,,-0.097390219,-0.110832495,-0.109093101,-0.11109164,-0.131304443,-0.105813981,-0.120185942,-0.151984382,-0.286207387,-0.563000994,-12.45213827,-5.713707618,-0.394982473,-0.280591481,-0.239363552
0.594,,,,,,,,,,,,,,,,-0.097573454,-0.111029168,-0.109342361,-0.111515385,-0.131738647,-0.105968249,-0.12058177,-0.152568594,-0.287989772,-0.569318407,-12.99087334,-5.561029145,-0.392690446,-0.27941441,-0.240318617
0.595,,,,,,,,,,,,,,,,-0.097755868,-0.111224709,-0.109591092,-0.111938738,-0.132169842,-0.106122301,-0.120977729,-0.153154348,-0.289790366,-0.575739424,-13.5625593,-5.414355235,-0.390435972,-0.278261495,-0.241300877
0.596,,,,,,,,,,,,,,,,-0.097937455,-0.11141911,-0.109839285,-0.112361668,-0.132598012,-0.106276142,-0.121373813,-0.153741654,-0.291609457,-0.582266277,-14.16932264,-5.273377161,-0.388218235,-0.277132499,-0.242310929
0.597,,,,,,,,,,,,,,,,-0.09811821,-0.111612368,-0.110086934,-0.112784142,-0.133023142,-0.106429779,-0.121770018,-0.154330522,-0.293447337,-0.588901251,-14.8129282,-5.137806575,-0.386036438,-0.276027191,-0.243349401
0.598,,,,,,,,,,,,,,,,-0.098298129,-0.111804475,-0.110334034,-0.11320613,-0.133445217,-0.106583217,-0.12216634,-0.15492096,-0.295304305,-0.595646693,-15.4943215,-5.00737378,-0.383889803,-0.274945345,-0.244416953
0.599,,,,,,,,,,,,,,,,-0.098477208,-0.111995426,-0.110580578,-0.113627598,-0.133864219,-0.106736461,-0.122562776,-0.155512979,-0.297180663,-0.602505008,-16.21283814,-4.881826185,-0.381777572,-0.273886742,-0.245514273
0.6,,,,,,,,,,,,,,,,-0.098655442,-0.112185215,-0.110826559,-0.114048515,-0.134280135,-0.106889517,-0.12295932,-0.15610659,-0.299076719,-0.609478664,-16.96487262,-4.760926926,-0.379699003,-0.272851167,-0.246642085
0.601,,,,,,,,,,,,,,,,-0.098832827,-0.112373836,-0.111071972,-0.11446885,-0.134692949,-0.107042391,-0.123355969,-0.156701803,-0.300992788,-0.616570191,-17.74171967,-4.644453618,-0.377653373,-0.271838412,-0.247801146
0.602,,,,,,,,,,,,,,,,-0.099009358,-0.112561284,-0.111316809,-0.11488857,-0.135102647,-0.107195088,-0.12375272,-0.15729863,-0.302929189,-0.623782186,-18.52629505,-4.532197243,-0.375639975,-0.270848273,-0.248992249
0.603,,,,,,,,,,,,,,,,-0.099185031,-0.112747553,-0.111561066,-0.115307644,-0.135509213,-0.107347615,-0.124149568,-0.157897082,-0.304886246,-0.631117313,-19.28875726,-4.423961134,-0.373658119,-0.269880551,-0.250216225
0.604,,,,,,,,,,,,,,,,-0.099359841,-0.112932638,-0.111804735,-0.11572604,-0.135912633,-0.107499975,-0.12454651,-0.15849717,-0.306864289,-0.638578306,-19.98221684,-4.319560065,-0.37170713,-0.268935053,-0.251473944
0.605,,,,,,,,,,,,,,,,-0.099533785,-0.113116533,-0.11204781,-0.116143725,-0.136312894,-0.107652177,-0.124943544,-0.159098907,-0.308863656,-0.646167969,-20.54225986,-4.218819418,-0.36978635,-0.268011591,-0.252766315
0.606,,,,,,,,,,,,,,,,-0.099706858,-0.113299232,-0.112290286,-0.116560669,-0.13670998,-0.107804224,-0.125340666,-0.159702305,-0.310884689,-0.653889181,-20.89666713,-4.121574427,-0.367895134,-0.26710998,-0.254094294
0.607,,,,,,,,,,,,,,,,-0.099879056,-0.113480732,-0.112532156,-0.116976839,-0.13710388,-0.107956123,-0.125737873,-0.160307376,-0.312927735,-0.661744898,-20.98870801,-4.027669494,-0.366032854,-0.266230042,-0.255458876
0.608,,,,,,,,,,,,,,,,-0.100050376,-0.113661026,-0.112773415,-0.117392203,-0.137494578,-0.10810788,-0.126135163,-0.160914135,-0.31499315,-0.669738151,-20.80361844,-3.936957559,-0.364198895,-0.265371602,-0.256861108
0.609,,,,,,,,,,,,,,,,-0.100220812,-0.113840109,-0.113014055,-0.11780673,-0.137882062,-0.1082595,-0.126532532,-0.161522595,-0.317081294,-0.677872054,-20.37657685,-3.849299524,-0.362392656,-0.264534489,-0.258302081
0.61,,,,,,,,,,,,,,,,-0.100390361,-0.114017977,-0.113254072,-0.118220389,-0.138266319,-0.10841099,-0.126929979,-0.162132769,-0.319192534,-0.686149803,-19.77439802,-3.764563725,-0.36061355,-0.263718538,-0.259782939
0.611,,,,,,,,,,,,,,,,-0.10055902,-0.114194624,-0.11349346,-0.118633147,-0.138647336,-0.108562354,-0.1273275,-0.162744671,-0.321327245,-0.694574681,-19.06802793,-3.68262545,-0.358861002,-0.262923588,-0.26130488
0.612,,,,,,,,,,,,,,,,-0.100726784,-0.114370045,-0.113732211,-0.119044973,-0.1390251,-0.108713599,-0.127725095,-0.163358317,-0.323485806,-0.703150057,-18.3147974,-3.603366495,-0.357134452,-0.262149481,-0.262869155
0.613,,,,,,,,,,,,,,,,-0.100893649,-0.114544236,-0.113970321,-0.119455836,-0.1393996,-0.10886473,-0.128122762,-0.163973721,-0.325668605,-0.711879392,-17.55387534,-3.526674746,-0.355433348,-0.261396065,-0.264477076
0.614,,,,,,,,,,,,,,,,-0.101059611,-0.114717193,-0.114207784,-0.119865704,-0.139770822,-0.109015753,-0.128520497,-0.164590898,-0.327876038,-0.72076624,-16.80904067,-3.452443809,-0.353757156,-0.260663189,-0.266130014
0.615,,,,,,,,,,,,,,,,-0.101224668,-0.114888909,-0.114444594,-0.120274545,-0.140138756,-0.109166675,-0.128918301,-0.165209865,-0.330108504,-0.729814252,-16.09328607,-3.380572653,-0.352105349,-0.259950709,-0.267829403
0.616,,,,,,,,,,,,,,,,-0.101388815,-0.115059382,-0.114680746,-0.120682328,-0.14050339,-0.109317501,-0.129316171,-0.165830637,-0.332366413,-0.73902718,-15.41277665,-3.310965288,-0.350477414,-0.259258483,-0.269576744
0.617,,,,,,,,,,,,,,,,-0.101552048,-0.115228605,-0.114916232,-0.121089022,-0.140864711,-0.109468236,-0.129714106,-0.166453231,-0.33465018,-0.748408876,-14.76962301,-3.243530464,-0.348872848,-0.258586373,-0.27137361
0.618,,,,,,,,,,,,,,,,-0.101714364,-0.115396576,-0.115151049,-0.121494596,-0.14122271,-0.109618887,-0.130112106,-0.167077663,-0.336960231,-0.757963298,-14.16364763,-3.178181392,-0.34729116,-0.257934246,-0.273221643
0.619,,,,,,,,,,,,,,,,-0.10187576,-0.115563289,-0.11538519,-0.121899019,-0.141577375,-0.10976946,-0.130510169,-0.167703952,-0.339296996,-0.767694515,-13.59345453,-3.114835485,-0.345731868,-0.257301971,-0.275122564
0.62,,,,,,,,,,,,,,,,-0.102036232,-0.115728741,-0.115618649,-0.122302259,-0.141928696,-0.10991996,-0.130908296,-0.168332115,-0.341660914,-0.777606708,-13.05705714,-3.053414114,-0.344194501,-0.256689422,-0.277078173
0.621,,,,,,,,,,,,,,,,-0.102195776,-0.115892926,-0.115851422,-0.122704285,-0.142276661,-0.110070393,-0.131306484,-0.168962169,-0.344052434,-0.787704173,-12.55223799,-2.993842386,-0.3426786,-0.256096475,-0.279090354
0.622,,,,,,,,,,,,,,,,-0.10235439,-0.116055842,-0.116083502,-0.123105067,-0.142621262,-0.110220765,-0.131704734,-0.169594134,-0.34647201,-0.797991326,-12.07674907,-2.936048932,-0.341183712,-0.25552301,-0.281161079
0.623,,,,,,,,,,,,,,,,-0.10251207,-0.116217484,-0.116314885,-0.123504573,-0.142962487,-0.110371083,-0.132103047,-0.170228029,-0.348920106,-0.808472707,-11.62841889,-2.879965712,-0.339709398,-0.254968911,-0.283292411
0.624,,,,,,,,,,,,,,,,-0.102668812,-0.116377848,-0.116545564,-0.123902773,-0.143300328,-0.110521351,-0.132501421,-0.170863872,-0.351397196,-0.819152985,-11.20520538,-2.825527832,-0.338255224,-0.254434065,-0.28548651
0.625,,,,,,,,,,,,,,,,-0.102824614,-0.11653693,-0.116775534,-0.124299637,-0.143634774,-0.110671576,-0.132899858,-0.171501685,-0.353903761,-0.830036957,-10.80521792,-2.772673375,-0.336820768,-0.253918361,-0.287745638
0.626,,,,,,,,,,,,,,,,-0.102979472,-0.116694727,-0.117004791,-0.124695134,-0.143965817,-0.110821764,-0.133298358,-0.172141486,-0.356440291,-0.841129558,-10.42672202,-2.721343235,-0.335405617,-0.253421694,-0.290072163
0.627,,,,,,,,,,,,,,,,-0.103133384,-0.116851234,-0.117233328,-0.125089233,-0.144293448,-0.11097192,-0.133696921,-0.172783297,-0.359007285,-0.852435863,-10.06813466,-2.671480972,-0.334009364,-0.252943958,-0.292468563
0.628,,,,,,,,,,,,,,,,-0.103286345,-0.117006449,-0.11746114,-0.125481904,-0.144617657,-0.111122051,-0.134095549,-0.173427139,-0.361605253,-0.863961093,-9.728014915,-2.623032671,-0.332631613,-0.252485054,-0.294937434
0.629,,,,,,,,,,,,,,,,-0.103438354,-0.117160368,-0.117688223,-0.125873117,-0.144938437,-0.111272162,-0.134494242,-0.174073034,-0.364234713,-0.875710615,-9.405052527,-2.575946806,-0.331271976,-0.252044885,-0.297481495
0.63,,,,,,,,,,,,,,,,-0.103589408,-0.117312987,-0.117914571,-0.126262842,-0.145255779,-0.111422259,-0.134893001,-0.174721004,-0.366896192,-0.887689952,-9.098056008,-2.53017412,-0.329930072,-0.251623355,-0.300103593
0.631,,,,,,,,,,,,,,,,-0.103739502,-0.117464303,-0.11814018,-0.126651049,-0.145569675,-0.111572349,-0.135291829,-0.175371071,-0.36959023,-0.899904788,-8.805941001,-2.485667507,-0.328605529,-0.251220373,-0.302806711
0.632,,,,,,,,,,,,,,,,-0.103888635,-0.117614313,-0.118365043,-0.127037708,-0.145880118,-0.111722437,-0.135690727,-0.176023259,-0.372317373,-0.912360968,-8.5277194,-2.4423819,-0.327297982,-0.250835851,-0.305593975
0.633,,,,,,,,,,,,,,,,-0.104036804,-0.117763013,-0.118589155,-0.127422789,-0.146187099,-0.111872529,-0.136089697,-0.17667759,-0.375078181,-0.925064509,-8.262489373,-2.400274173,-0.326007074,-0.250469702,-0.30846866
0.634,,,,,,,,,,,,,,,,-0.104184007,-0.1179104,-0.118812513,-0.127806263,-0.146490612,-0.11202263,-0.13648874,-0.17733409,-0.377873223,-0.938021603,-8.009426361,-2.359303038,-0.324732454,-0.250121844,-0.311434197
0.635,,,,,,,,,,,,,,,,-0.104330239,-0.118056472,-0.119035111,-0.1281881,-0.14679065,-0.112172748,-0.136887859,-0.177992782,-0.380703079,-0.951238622,-7.767775021,-2.319428958,-0.32347378,-0.249792196,-0.314494185
0.636,,,,,,,,,,,,,,,,-0.1044755,-0.118201226,-0.119256944,-0.128568271,-0.147087205,-0.112322887,-0.137287057,-0.178653692,-0.383568339,-0.964722128,-7.536842063,-2.280614058,-0.322230717,-0.249480681,-0.317652396
0.637,,,,,,,,,,,,,,,,-0.104619786,-0.118344658,-0.119478007,-0.128946747,-0.147380272,-0.112473054,-0.137686337,-0.179316844,-0.386469608,-0.978478873,-7.315989897,-2.242822045,-0.321002936,-0.249187225,-0.320912784
0.638,,,,,,,,,,,,,,,,-0.104763094,-0.118486765,-0.119698296,-0.129323499,-0.147669843,-0.112623254,-0.1380857,-0.179982266,-0.389407497,-0.992515811,-7.10463101,-2.20601813,-0.319790114,-0.248911755,-0.324279498
0.639,,,,,,,,,,,,,,,,-0.104905423,-0.118627546,-0.119917805,-0.129698498,-0.147955914,-0.112773494,-0.138485151,-0.180649984,-0.392382635,-1.006840102,-6.902222993,-2.170168957,-0.318591937,-0.248654201,-0.32775689
0.64,,,,,,,,,,,,,,,,-0.10504677,-0.118766998,-0.12013653,-0.130071715,-0.148238478,-0.112923779,-0.138884693,-0.181320024,-0.395395657,-1.021459118,-6.708264143,-2.135242531,-0.317408096,-0.248414498,-0.331349525
0.641,,,,,,,,,,,,,,,,-0.105187133,-0.118905117,-0.120354467,-0.130443121,-0.148517529,-0.113074115,-0.139284329,-0.181992415,-0.398447215,-1.036380456,-6.522289569,-2.10120816,-0.316238287,-0.248192581,-0.335062195
0.642,,,,,,,,,,,,,,,,-0.105326509,-0.119041902,-0.12057161,-0.130812689,-0.148793063,-0.113224509,-0.139684062,-0.182667184,-0.401537971,-1.051611935,-6.343867741,-2.068036385,-0.315082215,-0.247988387,-0.338899928
0.643,,,,,,,,,,,,,,,,-0.105464897,-0.11917735,-0.120787956,-0.131180391,-0.149065075,-0.113374965,-0.140083898,-0.18334436,-0.404668602,-1.067161614,-6.172597427,-2.035698928,-0.313939589,-0.247801859,-0.342868006
0.644,,,,,,,,,,,,,,,,-0.105602293,-0.119311459,-0.121003499,-0.131546197,-0.149333559,-0.113525491,-0.140483841,-0.184023973,-0.407839796,-1.083037795,-6.008104973,-2.004168637,-0.312810125,-0.24763294,-0.346971974
0.645,,,,,,,,,,,,,,,,-0.105738697,-0.119444227,-0.121218236,-0.13191008,-0.149598511,-0.113676091,-0.140883894,-0.184706052,-0.411052257,-1.099249031,-5.850041873,-1.973419431,-0.311693544,-0.247481576,-0.351217657
0.646,,,,,,,,,,,,,,,,-0.105874105,-0.119575652,-0.121432161,-0.132272013,-0.149859927,-0.113826772,-0.141284062,-0.185390627,-0.414306699,-1.115804136,-5.698082608,-1.943426252,-0.310589574,-0.247347715,-0.355611175
0.647,,,,,,,,,,,,,,,,-0.106008516,-0.119705731,-0.121645271,-0.132631967,-0.150117802,-0.113977539,-0.141684351,-0.18607773,-0.417603855,-1.132712196,-5.55192271,-1.91416502,-0.309497948,-0.247231308,-0.36015896
0.648,,,,,,,,,,,,,,,,-0.106141928,-0.119834463,-0.121857561,-0.132989916,-0.150372134,-0.114128399,-0.142084765,-0.186767391,-0.420944469,-1.149982572,-5.411277026,-1.885612586,-0.308418403,-0.247132309,-0.364867775
0.649,,,,,,,,,,,,,,,,-0.10627434,-0.119961846,-0.122069027,-0.133345833,-0.150622918,-0.114279357,-0.14248531,-0.187459644,-0.4243293,-1.167624917,-5.275878163,-1.857746692,-0.307350683,-0.247050673,-0.369744729
0.65,,,,,,,,,,,,,,,,-0.106405748,-0.120087878,-0.122279664,-0.133699689,-0.150870152,-0.114430419,-0.142885991,-0.18815452,-0.427759123,-1.185649181,-5.145475082,-1.830545932,-0.306294538,-0.24698636,-0.374797302
0.651,,,,,,,,,,,,,,,,-0.106536153,-0.120212557,-0.122489469,-0.134051459,-0.151113832,-0.114581591,-0.143286814,-0.188852053,-0.43123473,-1.204065622,-5.019831836,-1.803989711,-0.305249721,-0.246939329,-0.380033362
0.652,,,,,,,,,,,,,,,,-0.106665551,-0.120335882,-0.122698437,-0.134401116,-0.151353955,-0.114732879,-0.143687786,-0.189552276,-0.434756925,-1.22288482,-4.898726428,-1.778058211,-0.304215992,-0.246909544,-0.385461191
0.653,,,,,,,,,,,,,,,,-0.106793941,-0.120457852,-0.122906565,-0.134748634,-0.15159052,-0.114884288,-0.144088912,-0.190255225,-0.438326532,-1.242117683,-4.78194977,-1.752732358,-0.303193116,-0.246896971,-0.391089508
0.654,,,,,,,,,,,,,,,,-0.106921322,-0.120578465,-0.123113848,-0.135093986,-0.151823523,-0.115035825,-0.144490199,-0.190960934,-0.441944389,-1.261775464,-4.669304751,-1.727993788,-0.30218086,-0.246901577,-0.396927495
0.655,,,,,,,,,,,,,,,,-0.107047692,-0.120697719,-0.123320283,-0.135437145,-0.152052963,-0.115187496,-0.144891653,-0.191669438,-0.445611351,-1.28186977,-4.560605376,-1.703824818,-0.301179,-0.246923332,-0.402984825
0.656,,,,,,,,,,,,,,,,-0.107173049,-0.120815613,-0.123525864,-0.135778088,-0.152278838,-0.115339305,-0.145293283,-0.192380775,-0.449328293,-1.302412572,-4.455675989,-1.680208412,-0.300187314,-0.246962211,-0.409271692
0.657,,,,,,,,,,,,,,,,-0.107297393,-0.120932147,-0.12373059,-0.136116787,-0.152501146,-0.11549126,-0.145695094,-0.193094981,-0.453096105,-1.323416226,-4.354350565,-1.657128161,-0.299205586,-0.247018188,-0.415798842
0.658,,,,,,,,,,,,,,,,-0.107420722,-0.121047319,-0.123934455,-0.136453218,-0.152719887,-0.115643365,-0.146097095,-0.193812094,-0.456915695,-1.344893476,-4.256472053,-1.634568248,-0.298233604,-0.24709124,-0.422577606
0.659,,,,,,,,,,,,,,,,-0.107543034,-0.121161127,-0.124137457,-0.136787354,-0.152935059,-0.115795626,-0.146499293,-0.194532151,-0.460787992,-1.366857478,-4.161891785,-1.612513431,-0.29727116,-0.247181348,-0.42961994
0.66,,,,,,,,,,,,,,,,-0.107664328,-0.121273573,-0.12433959,-0.137119172,-0.153146662,-0.11594805,-0.146901696,-0.195255193,-0.464713943,-1.389321806,-4.070468928,-1.590949012,-0.296318052,-0.247288493,-0.436938459
